Número;Solicitante;Estado;Prioridad;Asignado a;Abierto;Actualizado;Resuelto;Tiempo de trabajo;Horas snow;Horas Real;Horas Trabajo;Mes;Año;Actualizado definitivo;Cerrado;Abierto definitivo;Cerrado definitivo;Resuelto definitivo;Mes definitivo desde Cerrado definitivo
"INC2362088";"Solicitante 9";"Cerrado";"3 - Moderada";"Asignado 1";"17/03/2025 8:49";"03/04/2025 16:00";"27/03/2025 14:09";48600;13,5;;13,5;"mar";2025;2025-04-03 16:00:00,000;"03/04/2025 16:00";2025-03-17 08:49:00,000;2025-04-03 16:00:00,000;2025-03-27 14:09:00,000;"abril"
"INC2362357";"Solicitante 17";"Cerrado";"3 - Moderada";"Asignado 1";"17/03/2025 12:07";"04/04/2025 13:00";"28/03/2025 11:03";60000;16,67;;16,67;"mar";2025;2025-04-04 13:00:00,000;"04/04/2025 13:00";2025-03-17 12:07:00,000;2025-04-04 13:00:00,000;2025-03-28 11:03:00,000;"abril"
"INC2367308";"Solicitante 37";"Cerrado";"3 - Moderada";"Asignado 4";"20/03/2025 13:27";"20/05/2025 9:00";"13/05/2025 8:59";33000;9,17;;9,17;"may";2025;2025-05-20 09:00:00,000;"20/05/2025 9:00";2025-03-20 13:27:00,000;2025-05-20 09:00:00,000;2025-05-13 08:59:00,000;"mayo"
"INC2377604";"Solicitante 16";"Cerrado";"3 - Moderada";"Asignado 1";"31/03/2025 11:26";"16/05/2025 12:00";"09/05/2025 11:58";97200;27;;27;"may";2025;2025-05-16 12:00:00,000;"16/05/2025 12:00";2025-03-31 11:26:00,000;2025-05-16 12:00:00,000;2025-05-09 11:58:00,000;"mayo"
"INC2379114";"Solicitante 28";"Cerrado";"3 - Moderada";"Asignado 3";"01/04/2025 11:41";"14/04/2025 18:00";"07/04/2025 17:02";46800;40;;40;"abr";2025;2025-04-14 18:00:00,000;"14/04/2025 18:00";2025-04-01 11:41:00,000;2025-04-14 18:00:00,000;2025-04-07 17:02:00,000;"abril"
"INC2382756";"Solicitante 4";"Cerrado";"3 - Moderada";"Asignado 5";"04/04/2025 12:38";"16/04/2025 10:00";"09/04/2025 9:12";8400;2,33;;2,33;"abr";2025;2025-04-16 10:00:00,000;"16/04/2025 10:00";2025-04-04 12:38:00,000;2025-04-16 10:00:00,000;2025-04-09 09:12:00,000;"abril"
"INC2406192";"Solicitante 24";"Cerrado";"3 - Moderada";"Asignado 5";"30/04/2025 10:47";"07/05/2025 18:00";"30/04/2025 17:22";3660;1,02;;1,02;"abr";2025;2025-05-07 18:00:00,000;"07/05/2025 18:00";2025-04-30 10:47:00,000;2025-05-07 18:00:00,000;2025-04-30 17:22:00,000;"mayo"
"INC1773133";"Solicitante 17";"Cerrado";"3 - Moderada";"Asignado 5";"05/07/2023 13:03";"15/08/2023 13:00";"08/08/2023 12:25";63120;17,53;18;18;"ago";2023;2023-08-15 13:00:00,000;"15/08/2023 13:00";2023-07-05 13:03:00,000;2023-08-15 13:00:00,000;2023-08-08 12:25:00,000;"agosto"
"INC1790277";"Solicitante 20";"Cerrado";"4 - Baja";"Asignado 3";"26/07/2023 10:14";"14/08/2023 9:00";"07/08/2023 8:55";18000;5;18;18;"ago";2023;2023-08-14 09:00:00,000;"14/08/2023 9:00";2023-07-26 10:14:00,000;2023-08-14 09:00:00,000;2023-08-07 08:55:00,000;"agosto"
"INC1795394";"Solicitante 39";"Cancelado";"4 - Baja";"Asignado 3";"02/08/2023 9:29";"07/08/2023 8:47";"";0;0;3;3;"ago";2023;2023-08-07 08:47:00,000;"07/08/2023 8:47";2023-08-02 09:29:00,000;2023-08-07 08:47:00,000;;"agosto"
"INC1796392";"Solicitante 40";"Cerrado";"4 - Baja";"Asignado 4";"03/08/2023 11:53";"14/08/2023 12:00";"07/08/2023 11:56";18002;5;20;20;"ago";2023;2023-08-14 12:00:00,000;"14/08/2023 12:00";2023-08-03 11:53:00,000;2023-08-14 12:00:00,000;2023-08-07 11:56:00,000;"agosto"
"INC1797371";"Solicitante 40";"Cancelado";"2 - Alta";"Asignado 5";"04/08/2023 15:11";"07/08/2023 11:16";"";0;0;0,5;0,5;"ago";2023;2023-08-07 11:16:00,000;"07/08/2023 11:16";2023-08-04 15:11:00,000;2023-08-07 11:16:00,000;;"agosto"
"INC1798845";"Solicitante 38";"Cancelado";"3 - Moderada";"Asignado 4";"07/08/2023 10:03";"07/08/2023 10:58";"";0;0;1;1;"ene";2023;2023-08-07 10:58:00,000;"07/08/2023 10:58";2023-08-07 10:03:00,000;2023-08-07 10:58:00,000;;"agosto"
"INC1799206";"Solicitante 39";"Cancelado";"3 - Moderada";"Asignado 2";"07/08/2023 15:52";"08/08/2023 16:27";"";3600;1;8;8;"ago";2023;2023-08-08 16:27:00,000;"08/08/2023 16:27";2023-08-07 15:52:00,000;2023-08-08 16:27:00,000;;"agosto"
"INC1799248";"Solicitante 3";"Cancelado";"2 - Alta";"Asignado 1";"07/08/2023 17:55";"08/08/2023 10:32";"";0;0;28;28;"ago";2023;2023-08-08 10:32:00,000;"08/08/2023 10:32";2023-08-07 17:55:00,000;2023-08-08 10:32:00,000;;"agosto"
"INC1799299";"Solicitante 31";"Cancelado";"2 - Alta";"Asignado 5";"07/08/2023 20:03";"08/08/2023 17:12";"";0;0;1;1;"ago";2023;2023-08-08 17:12:00,000;"08/08/2023 17:12";2023-08-07 20:03:00,000;2023-08-08 17:12:00,000;;"agosto"
"INC1806045";"Solicitante 24";"Cerrado";"4 - Baja";"Asignado 1";"17/08/2023 13:14";"13/09/2023 11:08";"12/09/2023 12:13";32400;9;9;9;"sept";2023;2023-09-13 11:08:00,000;"13/09/2023 11:08";2023-08-17 13:14:00,000;2023-09-13 11:08:00,000;2023-09-12 12:13:00,000;"septiembre"
"INC1806149";"Solicitante 38";"Cancelado";"3 - Moderada";"Asignado 3";"17/08/2023 15:41";"17/08/2023 18:31";"";0;0;0;0;"ago";2023;2023-08-17 18:31:00,000;"17/08/2023 18:31";2023-08-17 15:41:00,000;2023-08-17 18:31:00,000;;"agosto"
"INC1806478";"Solicitante 24";"Cerrado";"3 - Moderada";"Asignado 1";"18/08/2023 8:46";"25/08/2023 17:00";"18/08/2023 16:57";3600;1;1;1;"No cerrada";2023;2023-08-25 17:00:00,000;"25/08/2023 17:00";2023-08-18 08:46:00,000;2023-08-25 17:00:00,000;2023-08-18 16:57:00,000;"agosto"
"INC1811533";"Solicitante 17";"Cancelado";"2 - Alta";"Asignado 2";"25/08/2023 1:09";"29/08/2023 9:36";"";5400;1,5;1,5;1,5;"ago";2023;2023-08-29 09:36:00,000;"29/08/2023 9:36";2023-08-25 01:09:00,000;2023-08-29 09:36:00,000;;"agosto"
"INC1811771";"Solicitante 39";"Cancelado";"2 - Alta";"Asignado 3";"25/08/2023 8:30";"30/08/2023 13:52";"";10800;3;3;3;"ago";2023;2023-08-30 13:52:00,000;"30/08/2023 13:52";2023-08-25 08:30:00,000;2023-08-30 13:52:00,000;;"agosto"
"INC1811829";"Solicitante 20";"Cerrado";"2 - Alta";"Asignado 3";"25/08/2023 9:28";"06/09/2023 11:00";"30/08/2023 10:33";7200;2;2;2;"ago";2023;2023-09-06 11:00:00,000;"06/09/2023 11:00";2023-08-25 09:28:00,000;2023-09-06 11:00:00,000;2023-08-30 10:33:00,000;"septiembre"
"INC1813366";"Solicitante 5";"Cancelado";"4 - Baja";"Asignado 3";"28/08/2023 9:10";"01/09/2023 10:17";"";1800;0,5;0,5;0,5;"sept";2023;2023-09-01 10:17:00,000;"01/09/2023 10:17";2023-08-28 09:10:00,000;2023-09-01 10:17:00,000;;"septiembre"
"INC1813388";"Solicitante 14";"Cerrado";"2 - Alta";"Asignado 3";"28/08/2023 9:28";"05/09/2023 13:00";"29/08/2023 12:12";1800;0,5;0,5;0,5;"ago";2023;2023-09-05 13:00:00,000;"05/09/2023 13:00";2023-08-28 09:28:00,000;2023-09-05 13:00:00,000;2023-08-29 12:12:00,000;"septiembre"
"INC1814552";"Solicitante 9";"Cerrado";"3 - Moderada";"Asignado 3";"29/08/2023 9:30";"07/09/2023 15:26";"07/09/2023 11:20";19860;5,52;5,5;5,5;"sept";2023;2023-09-07 15:26:00,000;"07/09/2023 15:26";2023-08-29 09:30:00,000;2023-09-07 15:26:00,000;2023-09-07 11:20:00,000;"septiembre"
"INC1816490";"Solicitante 17";"Cerrado";"3 - Moderada";"Asignado 2";"31/08/2023 13:07";"07/09/2023 16:00";"31/08/2023 15:57";3600;1;1;1;"ago";2023;2023-09-07 16:00:00,000;"07/09/2023 16:00";2023-08-31 13:07:00,000;2023-09-07 16:00:00,000;2023-08-31 15:57:00,000;"septiembre"
"INC1819330";"Solicitante 35";"Cerrado";"2 - Alta";"Asignado 5";"04/09/2023 9:51";"20/09/2023 11:00";"13/09/2023 10:06";37800;10,5;10,5;10,5;"sept";2023;2023-09-20 11:00:00,000;"20/09/2023 11:00";2023-09-04 09:51:00,000;2023-09-20 11:00:00,000;2023-09-13 10:06:00,000;"septiembre"
"INC1822133";"Solicitante 11";"Cancelado";"3 - Moderada";"Asignado 5";"06/09/2023 8:59";"08/09/2023 10:17";"";3600;1;1;1;"sept";2023;2023-09-08 10:17:00,000;"08/09/2023 10:17";2023-09-06 08:59:00,000;2023-09-08 10:17:00,000;;"septiembre"
"INC1825169";"Solicitante 16";"Cancelado";"3 - Moderada";"Asignado 3";"07/09/2023 16:31";"18/09/2023 17:27";"";28800;8;8;8;"ago";2023;2023-09-18 17:27:00,000;"18/09/2023 17:27";2023-09-07 16:31:00,000;2023-09-18 17:27:00,000;;"septiembre"
"INC1825561";"Solicitante 20";"Cancelado";"4 - Baja";"Asignado 4";"08/09/2023 9:32";"08/09/2023 14:53";"";7200;2;2;2;"sept";2023;2023-09-08 14:53:00,000;"08/09/2023 14:53";2023-09-08 09:32:00,000;2023-09-08 14:53:00,000;;"septiembre"
"INC1825601";"Solicitante 30";"Cerrado";"3 - Moderada";"Asignado 1";"08/09/2023 8:52";"18/09/2023 10:00";"11/09/2023 9:06";1800;0,5;0,5;0,5;"sept";2023;2023-09-18 10:00:00,000;"18/09/2023 10:00";2023-09-08 08:52:00,000;2023-09-18 10:00:00,000;2023-09-11 09:06:00,000;"septiembre"
"INC1827910";"Solicitante 20";"Cancelado";"4 - Baja";"Asignado 3";"11/09/2023 18:27";"12/09/2023 15:53";"";1800;0,5;0,5;0,5;"sept";2023;2023-09-12 15:53:00,000;"12/09/2023 15:53";2023-09-11 18:27:00,000;2023-09-12 15:53:00,000;;"septiembre"
"INC1828401";"Solicitante 31";"Cerrado";"4 - Baja";"Asignado 5";"12/09/2023 10:09";"25/09/2023 11:00";"18/09/2023 10:18";21600;6;6;6;"sept";2023;2023-09-25 11:00:00,000;"25/09/2023 11:00";2023-09-12 10:09:00,000;2023-09-25 11:00:00,000;2023-09-18 10:18:00,000;"septiembre"
"INC1829374";"Solicitante 6";"Cancelado";"4 - Baja";"Asignado 1";"13/09/2023 10:39";"27/09/2023 10:55";"";7200;2;2;2;"sept";2023;2023-09-27 10:55:00,000;"27/09/2023 10:55";2023-09-13 10:39:00,000;2023-09-27 10:55:00,000;;"septiembre"
"INC1831235";"Solicitante 16";"Cerrado";"2 - Alta";"Asignado 3";"15/09/2023 8:49";"22/09/2023 14:00";"15/09/2023 13:40";0;0;0;0;"sept";2023;2023-09-22 14:00:00,000;"22/09/2023 14:00";2023-09-15 08:49:00,000;2023-09-22 14:00:00,000;2023-09-15 13:40:00,000;"septiembre"
"INC1831278";"Solicitante 21";"Cancelado";"4 - Baja";"Asignado 3";"15/09/2023 9:02";"19/09/2023 17:01";"";10800;3;3;3;"sept";2023;2023-09-19 17:01:00,000;"19/09/2023 17:01";2023-09-15 09:02:00,000;2023-09-19 17:01:00,000;;"septiembre"
"INC1833763";"Solicitante 9";"Cerrado";"4 - Baja";"Asignado 2";"18/09/2023 16:37";"28/09/2023 17:00";"21/09/2023 16:02";5461;1,52;1,5;1,5;"sept";2023;2023-09-28 17:00:00,000;"28/09/2023 17:00";2023-09-18 16:37:00,000;2023-09-28 17:00:00,000;2023-09-21 16:02:00,000;"septiembre"
"INC1835649";"Solicitante 22";"Cerrado";"2 - Alta";"Asignado 5";"20/09/2023 10:51";"27/09/2023 16:00";"20/09/2023 15:39";7200;2;2;2;"No cerrada";2023;2023-09-27 16:00:00,000;"27/09/2023 16:00";2023-09-20 10:51:00,000;2023-09-27 16:00:00,000;2023-09-20 15:39:00,000;"septiembre"
"INC1837913";"Solicitante 24";"Cancelado";"4 - Baja";"Asignado 2";"22/09/2023 13:44";"28/09/2023 11:57";"";10800;3;3;3;"sept";2023;2023-09-28 11:57:00,000;"28/09/2023 11:57";2023-09-22 13:44:00,000;2023-09-28 11:57:00,000;;"septiembre"
"INC1839476";"Solicitante 9";"Cancelado";"2 - Alta";"Asignado 4";"25/09/2023 12:19";"28/09/2023 9:35";"";3600;1;1;1;"sept";2023;2023-09-28 09:35:00,000;"28/09/2023 9:35";2023-09-25 12:19:00,000;2023-09-28 09:35:00,000;;"septiembre"
"INC1841413";"Solicitante 12";"Cancelado";"3 - Moderada";"Asignado 3";"27/09/2023 9:31";"27/09/2023 9:51";"";0;0;0;0;"sept";2023;2023-09-27 09:51:00,000;"27/09/2023 9:51";2023-09-27 09:31:00,000;2023-09-27 09:51:00,000;;"septiembre"
"INC1905140";"Solicitante 11";"Cerrado";"4 - Baja";"Asignado 1";"12/12/2023 13:40";"24/02/2024 12:00";"17/02/2024 11:06";146400;40,67;8,6;8,6;"feb";2023;2024-02-24 12:00:00,000;"24/02/2024 12:00";2023-12-12 13:40:00,000;2024-02-24 12:00:00,000;2024-02-17 11:06:00,000;"febrero"
"INC2095396";"Solicitante 37";"Cerrado";"3 - Moderada";"Asignado 4";"11/07/2024 10:50";"12/08/2024 12:00";"05/08/2024 11:20";16800;4,67;4,67;4,67;"ago";2024;2024-08-12 12:00:00,000;"12/08/2024 12:00";2024-07-11 10:50:00,000;2024-08-12 12:00:00,000;2024-08-05 11:20:00,000;"agosto"
"INC2095461";"Solicitante 34";"Cerrado";"3 - Moderada";"Asignado 2";"11/07/2024 11:43";"12/08/2024 11:00";"05/08/2024 10:36";6300;1,75;1,75;1,75;"ago";2024;2024-08-12 11:00:00,000;"12/08/2024 11:00";2024-07-11 11:43:00,000;2024-08-12 11:00:00,000;2024-08-05 10:36:00,000;"agosto"
"INC2096173";"Solicitante 8";"Cerrado";"3 - Moderada";"Asignado 4";"12/07/2024 9:43";"12/08/2024 11:00";"05/08/2024 10:36";4500;1,25;1,25;1,25;"ago";2024;2024-08-12 11:00:00,000;"12/08/2024 11:00";2024-07-12 09:43:00,000;2024-08-12 11:00:00,000;2024-08-05 10:36:00,000;"agosto"
"INC2232693";"Solicitante 23";"Diferido";"3 - Moderada";"Asignado 5";"13/11/2024 13:12";"13/11/2024 14:23";"";0;0;4;0;"nov";2024;2024-11-13 14:23:00,000;"26/11/2024 10:00";2024-11-13 13:12:00,000;2024-11-26 10:00:00,000;;"noviembre"
"INC2273887";"Solicitante 33";"Cerrado";"2 - Alta";"Asignado 1";"18/12/2024 15:24";"28/01/2025 14:00";"21/01/2025 13:05";51360;14,27;7,5;7,5;"ene";2025;2025-01-28 14:00:00,000;"28/01/2025 14:00";2024-12-18 15:24:00,000;2025-01-28 14:00:00,000;2025-01-21 13:05:00,000;"enero"
"INC2316111";"Solicitante 9";"Cerrado";"4 - Baja";"Asignado 2";"04/02/2025 16:03";"25/02/2025 13:00";"18/02/2025 12:39";20100;5,58;1,5;1,5;"feb";2025;2025-02-25 13:00:00,000;"25/02/2025 13:00";2025-02-04 16:03:00,000;2025-02-25 13:00:00,000;2025-02-18 12:39:00,000;"febrero"
